Navn;Stasjon;Dato;Nedbør;Middeltemperatur;Maksimumstemperatur;Minimumstemperatur;Snødybde
Oslo - Blindern;SN18700;18.06.2019;0,1;15,5;19,2;12,3;0
Oslo - Blindern;SN18700;19.06.2019;0;15,7;20,7;10,8;0
Oslo - Blindern;SN18700;20.06.2019;18,2;15,6;17,9;12,9;0
Oslo - Blindern;SN18700;21.06.2019;0,1;14,8;19,7;11;0
Oslo - Blindern;SN18700;22.06.2019;0,7;15,4;21,2;8,5;0
Oslo - Blindern;SN18700;23.06.2019;0;15,1;20;7,4;0
Oslo - Blindern;SN18700;24.06.2019;0;18,2;24,2;9,4;0
Oslo - Blindern;SN18700;25.06.2019;0;15,4;21,2;12,9;0
Oslo - Blindern;SN18700;26.06.2019;3,7;16,7;23,2;12,4;0
Oslo - Blindern;SN18700;27.06.2019;3,1;17,3;22,7;12,5;0
Oslo - Blindern;SN18700;28.06.2019;0;18,7;24,6;13,4;0
Oslo - Blindern;SN18700;29.06.2019;0;19,6;26,7;12,7;0
Oslo - Blindern;SN18700;30.06.2019;0;19,1;24,6;14,7;0
Oslo - Blindern;SN18700;01.07.2019;0,2;17,7;23,9;13,6;0
Oslo - Blindern;SN18700;02.07.2019;2,1;14,3;19,5;10,4;0
Oslo - Blindern;SN18700;03.07.2019;0,4;13;18,2;9,4;0
Oslo - Blindern;SN18700;04.07.2019;0,6;12,9;18,7;9,2;0
Oslo - Blindern;SN18700;05.07.2019;1,5;15,7;22,3;9,3;0
Oslo - Blindern;SN18700;06.07.2019;0;13,5;17,8;11,6;0
Oslo - Blindern;SN18700;07.07.2019;7,3;14,5;20,3;11,2;0
Oslo - Blindern;SN18700;08.07.2019;1,2;16,4;21,1;11,8;0
Oslo - Blindern;SN18700;09.07.2019;0;17,4;22,9;13,2;0
Oslo - Blindern;SN18700;10.07.2019;0;19,5;26,4;11,1;0
Oslo - Blindern;SN18700;11.07.2019;0;19,7;26,8;12,3;0
Oslo - Blindern;SN18700;12.07.2019;0;18,9;25,4;11,5;0
Oslo - Blindern;SN18700;13.07.2019;0;19,1;25,2;13,5;0
Oslo - Blindern;SN18700;14.07.2019;0,2;18;22,9;13,9;0
Oslo - Blindern;SN18700;15.07.2019;0,2;16,3;21,1;14,1;0
Oslo - Blindern;SN18700;16.07.2019;7,5;16,2;21,9;10,4;0
Oslo - Blindern;SN18700;17.07.2019;0,5;17,6;23;11;0
Oslo - Blindern;SN18700;18.07.2019;0;16,5;20,5;14;0
Oslo - Blindern;SN18700;19.07.2019;0,2;16,1;18,7;13,1;0
Oslo - Blindern;SN18700;20.07.2019;15,1;17,8;22,8;14,4;0
Oslo - Blindern;SN18700;21.07.2019;8,2;16,9;19,3;15,7;0
Oslo - Blindern;SN18700;22.07.2019;5,3;16,6;21,3;11,7;0
Oslo - Blindern;SN18700;23.07.2019;4,5;20,3;26,6;15,2;0
Oslo - Blindern;SN18700;24.07.2019;0;20,6;26,3;17,8;0
Oslo - Blindern;SN18700;25.07.2019;0;21,6;28,2;14,6;0
Oslo - Blindern;SN18700;26.07.2019;0;25,3;31,7;16,8;0
Oslo - Blindern;SN18700;27.07.2019;0;25;30,5;21,3;0
Oslo - Blindern;SN18700;28.07.2019;0,3;25;30,5;21,5;0
Oslo - Blindern;SN18700;29.07.2019;0,5;24,6;30,1;20,2;0
Oslo - Blindern;SN18700;30.07.2019;0;14,3;26,8;11,4;0
Oslo - Blindern;SN18700;31.07.2019;2,6;14,6;16,8;12;0
Oslo - Blindern;SN18700;01.08.2019;0,1;18,5;24,5;13,7;0
Oslo - Blindern;SN18700;02.08.2019;0;20,3;27,6;12,1;0
Oslo - Blindern;SN18700;03.08.2019;0;19,3;25,7;13,1;0
Oslo - Blindern;SN18700;04.08.2019;25,5;17,2;22,1;15,4;0
Oslo - Blindern;SN18700;05.08.2019;0,3;16,1;18,1;15,2;0
Oslo - Blindern;SN18700;06.08.2019;0;16,1;18,2;12,8;0
Oslo - Blindern;SN18700;07.08.2019;0;16,9;22;13,9;0
Oslo - Blindern;SN18700;08.08.2019;3,3;17,7;22,8;15,2;0
Oslo - Blindern;SN18700;09.08.2019;0,3;18,2;24,3;12;0
Oslo - Blindern;SN18700;10.08.2019;3,7;16,2;20,1;14,8;0
Oslo - Blindern;SN18700;11.08.2019;28,1;17,3;20,3;15,7;0
Oslo - Blindern;SN18700;12.08.2019;3;17,6;21,2;15,9;0
Oslo - Blindern;SN18700;13.08.2019;0,2;16,7;21,9;13,5;0
Oslo - Blindern;SN18700;14.08.2019;1;14,5;19,2;12;0
Oslo - Blindern;SN18700;15.08.2019;0;14,2;20;8,5;0
Oslo - Blindern;SN18700;16.08.2019;1,7;15,6;19,2;13,2;0
Oslo - Blindern;SN18700;17.08.2019;3,7;15;16,5;13,4;0
Oslo - Blindern;SN18700;18.08.2019;11,6;15,7;19,3;13,1;0
Oslo - Blindern;SN18700;19.08.2019;3,5;14,9;20,1;11,9;0
Oslo - Blindern;SN18700;20.08.2019;3,5;15,5;20,2;10,8;0
Oslo - Blindern;SN18700;21.08.2019;0,1;15,8;20,4;11,5;0
Oslo - Blindern;SN18700;22.08.2019;0;12,8;17,2;9,1;0
Oslo - Blindern;SN18700;23.08.2019;13,4;16,8;23,3;12,6;0
Oslo - Blindern;SN18700;24.08.2019;0;16,9;23,5;10,2;0
Oslo - Blindern;SN18700;25.08.2019;0,1;18,7;24;15,7;0
Oslo - Blindern;SN18700;26.08.2019;0;18,3;25,1;13,9;0
Oslo - Blindern;SN18700;27.08.2019;0;19,5;26,8;13,1;0
Oslo - Blindern;SN18700;28.08.2019;0,1;18,8;22,8;15,3;0
Oslo - Blindern;SN18700;29.08.2019;13,4;17,6;20,6;16,8;0
Oslo - Blindern;SN18700;30.08.2019;10,5;15,3;19,2;9,6;0
Oslo - Blindern;SN18700;31.08.2019;0;17,1;19,2;16,3;0
Oslo - Blindern;SN18700;01.09.2019;34,1;15,7;19,4;13,9;0
Oslo - Blindern;SN18700;02.09.2019;1;12,8;19,6;7,2;0
Oslo - Blindern;SN18700;03.09.2019;3,1;12,5;18,5;8,4;0
Oslo - Blindern;SN18700;04.09.2019;6,7;10,7;14,3;7,5;0
Oslo - Blindern;SN18700;05.09.2019;31;11,6;17,1;8,8;0
Oslo - Blindern;SN18700;06.09.2019;0,1;10,2;14,9;4,8;0
Oslo - Blindern;SN18700;07.09.2019;18,1;10,7;13,2;10,5;0
Oslo - Blindern;SN18700;08.09.2019;3;10,9;13;8,6;0
Oslo - Blindern;SN18700;09.09.2019;0,1;12,4;14,3;10,4;0
Oslo - Blindern;SN18700;10.09.2019;0,1;14,9;17,9;12,3;0
Oslo - Blindern;SN18700;11.09.2019;4,7;13,8;16,5;12,1;0
Oslo - Blindern;SN18700;12.09.2019;6,7;12,7;17,5;7,9;0
Oslo - Blindern;SN18700;13.09.2019;0;12,1;17,3;7,4;0
Oslo - Blindern;SN18700;14.09.2019;0;10,1;13,6;4,9;0
Oslo - Blindern;SN18700;15.09.2019;0,4;13,5;18,9;9,1;0
Oslo - Blindern;SN18700;16.09.2019;0;10,9;16,3;6,5;0
Oslo - Blindern;SN18700;17.09.2019;0;9,8;13,8;6;0
Oslo - Blindern;SN18700;18.09.2019;0;10,2;16;5,1;0
Oslo - Blindern;SN18700;19.09.2019;0,1;8,1;13,2;2,6;0
Oslo - Blindern;SN18700;20.09.2019;0;12,1;19,9;6,6;0
Oslo - Blindern;SN18700;21.09.2019;0,2;13,2;22,5;5,5;0
Oslo - Blindern;SN18700;22.09.2019;0;12,3;19,4;6,6;0
Oslo - Blindern;SN18700;23.09.2019;0;10;14;9,3;0
Oslo - Blindern;SN18700;24.09.2019;0;10,5;11,8;9,3;0
Oslo - Blindern;SN18700;25.09.2019;0;10,7;12,3;9,9;0
Oslo - Blindern;SN18700;26.09.2019;0;10,4;11,7;9,4;0
Oslo - Blindern;SN18700;27.09.2019;3,1;9,6;11;8,8;0
Oslo - Blindern;SN18700;28.09.2019;39,6;10,9;13,8;8,9;0
Oslo - Blindern;SN18700;29.09.2019;16,1;10,8;15,9;7,8;0
Oslo - Blindern;SN18700;30.09.2019;0,6;7;9,9;4,9;0
Oslo - Blindern;SN18700;01.10.2019;3,5;8,5;14,1;1,9;0
Oslo - Blindern;SN18700;02.10.2019;3;8,1;10,3;5,2;0
Oslo - Blindern;SN18700;03.10.2019;0;5;8,6;3,4;0
Oslo - Blindern;SN18700;04.10.2019;2,6;3,7;6,9;1,7;0
Oslo - Blindern;SN18700;05.10.2019;0;2,8;7,6;0,5;0
Oslo - Blindern;SN18700;06.10.2019;0;2,3;6,8;-1;0
Oslo - Blindern;SN18700;07.10.2019;0;2,3;8,6;-2,9;0
Oslo - Blindern;SN18700;08.10.2019;0,7;3,4;4,5;1,5;0
Oslo - Blindern;SN18700;09.10.2019;4,7;4,6;5,2;2,9;0
Oslo - Blindern;SN18700;10.10.2019;7,5;6,8;7,9;5,1;0
Oslo - Blindern;SN18700;11.10.2019;0,5;6,9;8,7;5;0
Oslo - Blindern;SN18700;12.10.2019;4;7,4;11,4;6,2;0
Oslo - Blindern;SN18700;13.10.2019;0,2;7;12;2,1;0
Oslo - Blindern;SN18700;14.10.2019;6,7;7,7;9,9;6,4;0
Oslo - Blindern;SN18700;15.10.2019;0,1;6,4;8;5,1;0
Oslo - Blindern;SN18700;16.10.2019;28,8;6,6;7,4;5;0
Oslo - Blindern;SN18700;17.10.2019;8,9;6,8;7,4;6,3;0
Oslo - Blindern;SN18700;18.10.2019;4,1;7,3;8,1;6,2;0
Oslo - Blindern;SN18700;19.10.2019;7,1;6,6;8,2;5,3;0
Oslo - Blindern;SN18700;20.10.2019;8,2;5,5;6,4;3,1;0
Oslo - Blindern;SN18700;21.10.2019;10,4;3,9;5,1;1,6;0
Oslo - Blindern;SN18700;22.10.2019;0;7,2;9,6;3,3;0
Oslo - Blindern;SN18700;23.10.2019;0,2;8,7;12,3;7,3;0
Oslo - Blindern;SN18700;24.10.2019;0;8,4;11,1;4,3;0
Oslo - Blindern;SN18700;25.10.2019;7,5;9,2;12,2;5,4;0
Oslo - Blindern;SN18700;26.10.2019;1,5;4,8;6,5;3,8;0
Oslo - Blindern;SN18700;27.10.2019;0,1;2,7;6,8;0,6;0
Oslo - Blindern;SN18700;28.10.2019;0;2,3;8;-0,6;0
Oslo - Blindern;SN18700;29.10.2019;0;1,8;8,8;-1,8;0
Oslo - Blindern;SN18700;30.10.2019;0;0,2;3,9;-2,8;0
Oslo - Blindern;SN18700;31.10.2019;0;3;8;-0,2;0
Oslo - Blindern;SN18700;01.11.2019;0;0,5;2,4;-2,1;0
Oslo - Blindern;SN18700;02.11.2019;0;2;3,3;0,9;0
Oslo - Blindern;SN18700;03.11.2019;0;1,4;2,4;-0,4;0
Oslo - Blindern;SN18700;04.11.2019;0;-0,2;1,5;-0,8;0
Oslo - Blindern;SN18700;05.11.2019;0;-2,3;-0,2;-3,2;0
Oslo - Blindern;SN18700;06.11.2019;0;-2,9;-0,7;-3,9;0
Oslo - Blindern;SN18700;07.11.2019;0;-2,9;-1,1;-4,4;0
Oslo - Blindern;SN18700;08.11.2019;0;-1,5;-1,1;-4,4;0
Oslo - Blindern;SN18700;09.11.2019;3,8;-0,5;0;-1,7;4
Oslo - Blindern;SN18700;10.11.2019;0;-1,6;-0,5;-2,3;3
Oslo - Blindern;SN18700;11.11.2019;3,4;-2,6;-1,9;-3,6;10
Oslo - Blindern;SN18700;12.11.2019;2,4;1,6;3,1;-2,3;8
Oslo - Blindern;SN18700;13.11.2019;9,7;2,9;3,4;1,6;0
Oslo - Blindern;SN18700;14.11.2019;1,8;2,7;3,4;2,4;0
Oslo - Blindern;SN18700;15.11.2019;0,2;2,8;3,6;2,2;0
Oslo - Blindern;SN18700;16.11.2019;0;2,5;3,2;1,9;0
Oslo - Blindern;SN18700;17.11.2019;15,2;3;5,5;2;0
Oslo - Blindern;SN18700;18.11.2019;2;3,1;4,2;0,9;0
Oslo - Blindern;SN18700;19.11.2019;19,2;5,2;6,9;4;0
Oslo - Blindern;SN18700;20.11.2019;12,8;1,3;4,6;-1,2;0
Oslo - Blindern;SN18700;21.11.2019;0,6;4,7;5,5;2,6;0
Oslo - Blindern;SN18700;22.11.2019;12,7;5,2;6,4;4,6;0
Oslo - Blindern;SN18700;23.11.2019;6,6;4,6;4,8;4,3;0
Oslo - Blindern;SN18700;24.11.2019;1,1;3,1;4,6;2,3;0
Oslo - Blindern;SN18700;25.11.2019;0,4;1,7;2,4;1,5;0
Oslo - Blindern;SN18700;26.11.2019;2,2;1,6;2,2;1,2;0
Oslo - Blindern;SN18700;27.11.2019;9;1,7;2,2;1,1;0
Oslo - Blindern;SN18700;28.11.2019;3,3;0,6;1,6;0,2;0
Oslo - Blindern;SN18700;29.11.2019;5,9;-1,3;1,1;-2,9;3
Oslo - Blindern;SN18700;30.11.2019;0;-5,3;-1,4;-7,2;4
Oslo - Blindern;SN18700;01.12.2019;0;-5,4;-4;-7,9;4
Oslo - Blindern;SN18700;02.12.2019;0;-5,3;-2,6;-6,8;4
Oslo - Blindern;SN18700;03.12.2019;0;-2,3;-0,1;-7,2;4
Oslo - Blindern;SN18700;04.12.2019;5,3;-0,2;1,6;-2,4;5
Oslo - Blindern;SN18700;05.12.2019;0;4,1;5,6;-1,1;5
Oslo - Blindern;SN18700;06.12.2019;4,4;2,7;6,2;1,5;3
Oslo - Blindern;SN18700;07.12.2019;1,6;1,1;3,3;-0,4;2
Oslo - Blindern;SN18700;08.12.2019;1,7;-0,4;1,3;-2,6;5
Oslo - Blindern;SN18700;09.12.2019;4,1;1;2,6;-0,6;8
Oslo - Blindern;SN18700;10.12.2019;0,7;-2,2;1,6;-6,6;7
Oslo - Blindern;SN18700;11.12.2019;6,1;4,6;5,9;1,6;5
Oslo - Blindern;SN18700;12.12.2019;0;3,7;4,8;3;3
Oslo - Blindern;SN18700;13.12.2019;7;2,1;3,7;0,8;0
Oslo - Blindern;SN18700;14.12.2019;1;1,8;2,6;1,4;0
Oslo - Blindern;SN18700;15.12.2019;1,2;1,6;2,2;1,1;0
Oslo - Blindern;SN18700;16.12.2019;2,9;0;1,9;-0,3;0
Oslo - Blindern;SN18700;17.12.2019;0;-2;-0,3;-2,7;0
Oslo - Blindern;SN18700;18.12.2019;0;-3,7;-1,8;-5,2;0
Oslo - Blindern;SN18700;19.12.2019;0;-2,7;0,6;-6,9;0
Oslo - Blindern;SN18700;20.12.2019;5,3;2,4;3,2;0,6;0
Oslo - Blindern;SN18700;21.12.2019;0,2;3,2;3,5;2,3;0
Oslo - Blindern;SN18700;22.12.2019;3,9;2,1;3,5;1,4;0
Oslo - Blindern;SN18700;23.12.2019;0;2;2,4;1,5;0
Oslo - Blindern;SN18700;24.12.2019;4,4;1,5;1,9;1,1;0
Oslo - Blindern;SN18700;25.12.2019;1,9;-0,3;1,7;-1,6;0
Oslo - Blindern;SN18700;26.12.2019;0;-2,4;-0,9;-3,9;0
Oslo - Blindern;SN18700;27.12.2019;0;-4,9;-1,4;-6,3;0
Oslo - Blindern;SN18700;28.12.2019;0,6;-1,2;0,7;-5,6;0
Oslo - Blindern;SN18700;29.12.2019;4,7;4,4;5,9;0,7;4
Oslo - Blindern;SN18700;30.12.2019;0;5,5;8,3;2,2;0
Oslo - Blindern;SN18700;31.12.2019;0;1,1;6,3;-1,8;0
Oslo - Blindern;SN18700;01.01.2020;0;1,9;3,8;-1,8;0
Oslo - Blindern;SN18700;02.01.2020;0;4,1;6,2;0;0
Oslo - Blindern;SN18700;03.01.2020;0;4,5;7;1,3;0
Oslo - Blindern;SN18700;04.01.2020;0,2;0,7;3,6;-2,1;0
Oslo - Blindern;SN18700;05.01.2020;0;-0,1;2,5;-3,6;0
Oslo - Blindern;SN18700;06.01.2020;0,6;2,7;4;-0,4;0
Oslo - Blindern;SN18700;07.01.2020;0;4,5;5,9;3,3;0
Oslo - Blindern;SN18700;08.01.2020;0,4;5,7;8,1;3,5;0
Oslo - Blindern;SN18700;09.01.2020;0;1,8;4;0;0
Oslo - Blindern;SN18700;10.01.2020;0;-1,3;2;-3,7;0
Oslo - Blindern;SN18700;11.01.2020;0;3,3;6,4;-5,7;0
Oslo - Blindern;SN18700;12.01.2020;1,1;1,9;7;-0,7;0
Oslo - Blindern;SN18700;13.01.2020;0;-0,7;2;-3,4;0
Oslo - Blindern;SN18700;14.01.2020;8,2;4,6;6,3;-2;0
Oslo - Blindern;SN18700;15.01.2020;7,4;4,1;5,6;2,5;0
Oslo - Blindern;SN18700;16.01.2020;0;5,1;7,6;3,8;0
Oslo - Blindern;SN18700;17.01.2020;1,8;5,5;6;2,7;0
Oslo - Blindern;SN18700;18.01.2020;27,5;3,6;5,6;1,2;0
Oslo - Blindern;SN18700;19.01.2020;0,8;1,7;5,5;-0,8;0
Oslo - Blindern;SN18700;20.01.2020;0;3,7;7,2;-0,7;0
Oslo - Blindern;SN18700;21.01.2020;0;5,3;9;3,4;0
Oslo - Blindern;SN18700;22.01.2020;0;3,5;7,1;-1,1;0
Oslo - Blindern;SN18700;23.01.2020;0;0,7;2,4;-1,4;0
Oslo - Blindern;SN18700;24.01.2020;0;3,1;6,9;0,8;0
Oslo - Blindern;SN18700;25.01.2020;0;1,2;5;-1,4;0
Oslo - Blindern;SN18700;26.01.2020;0;3,5;4,2;1,9;0
Oslo - Blindern;SN18700;27.01.2020;1,5;4,3;5,3;3,7;0
Oslo - Blindern;SN18700;28.01.2020;10,1;2,4;4,2;1,9;0
Oslo - Blindern;SN18700;29.01.2020;8,4;1,5;2,3;1,1;0
Oslo - Blindern;SN18700;30.01.2020;2,9;-0,3;1,7;-0,9;0
Oslo - Blindern;SN18700;31.01.2020;4;0,9;1,4;-0,7;3
Oslo - Blindern;SN18700;01.02.2020;1,8;4,5;6,5;1;0
Oslo - Blindern;SN18700;02.02.2020;0;2,4;6,1;1,1;0
Oslo - Blindern;SN18700;03.02.2020;0;-0,6;1,8;-3,5;0
Oslo - Blindern;SN18700;04.02.2020;2,4;-1,9;1,2;-4;4
Oslo - Blindern;SN18700;05.02.2020;0,3;-1,3;3,5;-7,1;3
Oslo - Blindern;SN18700;06.02.2020;0;2,3;7,8;-1,6;3
Oslo - Blindern;SN18700;07.02.2020;0;0,6;2,9;-2,6;3
Oslo - Blindern;SN18700;08.02.2020;0,3;3,2;3,7;1,9;0
Oslo - Blindern;SN18700;09.02.2020;1,7;4,7;5,6;2,8;0
Oslo - Blindern;SN18700;10.02.2020;7,9;5,2;7;3,7;0
Oslo - Blindern;SN18700;11.02.2020;0;2,4;6,3;0,1;0
Oslo - Blindern;SN18700;12.02.2020;0;2,8;7,2;0,1;0
Oslo - Blindern;SN18700;13.02.2020;0;0,6;5,3;-2,9;0
Oslo - Blindern;SN18700;14.02.2020;0;-0,9;0,9;-4,9;0
Oslo - Blindern;SN18700;15.02.2020;0,1;5;7;-0,4;0
Oslo - Blindern;SN18700;16.02.2020;7;6;8;4,2;0
Oslo - Blindern;SN18700;17.02.2020;3,2;6,1;9,2;2,9;0
Oslo - Blindern;SN18700;18.02.2020;0;4,7;8,2;3,7;0
Oslo - Blindern;SN18700;19.02.2020;0;1,1;6,7;-2,6;0
Oslo - Blindern;SN18700;20.02.2020;0;2,6;5,8;-2,7;0
Oslo - Blindern;SN18700;21.02.2020;9;3,7;6,1;-0,2;0
Oslo - Blindern;SN18700;22.02.2020;0,1;5,6;9,3;2,9;0
Oslo - Blindern;SN18700;23.02.2020;0,5;3,9;7,5;1,8;0
Oslo - Blindern;SN18700;24.02.2020;0;1,3;5,5;-2,1;0
Oslo - Blindern;SN18700;25.02.2020;0;0,5;2,2;-1;0
Oslo - Blindern;SN18700;26.02.2020;0;-2,2;1,3;-3,6;0
Oslo - Blindern;SN18700;27.02.2020;0;-4,2;-0,4;-7,5;0
Oslo - Blindern;SN18700;28.02.2020;0;-2,8;2,9;-7,5;0
Oslo - Blindern;SN18700;29.02.2020;0;-1,3;-0,5;-3,2;0
Oslo - Blindern;SN18700;01.03.2020;12,3;1,4;2,8;-1,5;15
Oslo - Blindern;SN18700;02.03.2020;4,7;3,6;5,8;1,5;5
Oslo - Blindern;SN18700;03.03.2020;5;1,6;3,1;0,7;3
Oslo - Blindern;SN18700;04.03.2020;3,3;0,9;2;0,2;3
Oslo - Blindern;SN18700;05.03.2020;4;0,2;4,2;-2,6;3
Oslo - Blindern;SN18700;06.03.2020;0;-1,6;0,7;-3,7;3
Oslo - Blindern;SN18700;07.03.2020;0;-2,1;-0,2;-4,2;3
Oslo - Blindern;SN18700;08.03.2020;2,2;4,6;6,1;-0,6;2
Oslo - Blindern;SN18700;09.03.2020;1,8;4,9;8,6;3,2;0
Oslo - Blindern;SN18700;10.03.2020;0;3,4;5,3;2,6;0
Oslo - Blindern;SN18700;11.03.2020;7,9;5;10,4;1,6;0
Oslo - Blindern;SN18700;12.03.2020;0;3,4;8,3;-0,1;0
Oslo - Blindern;SN18700;13.03.2020;0,1;1,4;5;0;0
Oslo - Blindern;SN18700;14.03.2020;0,1;-0,4;3,9;-6,4;0
Oslo - Blindern;SN18700;15.03.2020;0,8;4,5;6,3;1,5;0
Oslo - Blindern;SN18700;16.03.2020;2,2;4,4;8;2,6;0
Oslo - Blindern;SN18700;17.03.2020;0;7;12,2;3,4;0
Oslo - Blindern;SN18700;18.03.2020;0;6,3;10,1;4,6;0
Oslo - Blindern;SN18700;19.03.2020;0;4,5;10,7;-1,7;0
Oslo - Blindern;SN18700;20.03.2020;0;2,6;7,3;-0,5;0
Oslo - Blindern;SN18700;21.03.2020;0;1,8;6,8;-2;0
Oslo - Blindern;SN18700;22.03.2020;0;0,9;6,4;-5,4;0
Oslo - Blindern;SN18700;23.03.2020;0;3,4;6,7;1;0
Oslo - Blindern;SN18700;24.03.2020;0;4,2;5,8;2;0
Oslo - Blindern;SN18700;25.03.2020;0;5,7;8,3;3,7;0
Oslo - Blindern;SN18700;26.03.2020;0;5,6;10,5;4,2;0
Oslo - Blindern;SN18700;27.03.2020;0;4,4;8,2;3,3;0
Oslo - Blindern;SN18700;28.03.2020;0;2,8;7,8;-1,3;0
Oslo - Blindern;SN18700;29.03.2020;0;2;7,1;-4,9;0
Oslo - Blindern;SN18700;30.03.2020;0;2,2;6,5;-0,4;0
Oslo - Blindern;SN18700;31.03.2020;0;4,6;11,9;-2,7;0
Oslo - Blindern;SN18700;01.04.2020;0;6,4;10,9;2,3;0
Oslo - Blindern;SN18700;02.04.2020;0;3,4;9,7;0,4;0
Oslo - Blindern;SN18700;03.04.2020;0,7;3,7;8,2;0,2;0
Oslo - Blindern;SN18700;04.04.2020;0;3,1;7,3;-2,7;0
Oslo - Blindern;SN18700;05.04.2020;0,3;4,9;8,6;2,9;0
Oslo - Blindern;SN18700;06.04.2020;1,6;7,8;13,3;2,1;0
Oslo - Blindern;SN18700;07.04.2020;0,3;9,1;14,9;4,2;0
Oslo - Blindern;SN18700;08.04.2020;0;6,7;11,5;0,6;0
Oslo - Blindern;SN18700;09.04.2020;0;6,6;11,7;0,1;0
Oslo - Blindern;SN18700;10.04.2020;0;6;11,8;0,8;0
Oslo - Blindern;SN18700;11.04.2020;0;3,3;9,8;-1,6;0
Oslo - Blindern;SN18700;12.04.2020;11,3;7,3;13,2;4,8;0
Oslo - Blindern;SN18700;13.04.2020;0;3,8;8,3;1,7;0
Oslo - Blindern;SN18700;14.04.2020;0;3,9;7,7;-1,2;0
Oslo - Blindern;SN18700;15.04.2020;0;11,4;19,4;3,9;0
Oslo - Blindern;SN18700;16.04.2020;0,3;8;13,3;4,4;0
Oslo - Blindern;SN18700;17.04.2020;0,7;6,2;11,6;-1;0
Oslo - Blindern;SN18700;18.04.2020;0;6,8;12,6;0,4;0
Oslo - Blindern;SN18700;19.04.2020;0,3;10,1;17,3;3,1;0
Oslo - Blindern;SN18700;20.04.2020;0;12,7;19,3;5,8;0
Oslo - Blindern;SN18700;21.04.2020;0;14,2;20,8;7,8;0
Oslo - Blindern;SN18700;22.04.2020;0;13,6;21,9;4,9;0
Oslo - Blindern;SN18700;23.04.2020;0;13,1;19,5;6,1;0
Oslo - Blindern;SN18700;24.04.2020;0;9,4;17,3;6,2;0
Oslo - Blindern;SN18700;25.04.2020;0;8,8;15;2,4;0
Oslo - Blindern;SN18700;26.04.2020;0;9,4;13,3;4,5;0
Oslo - Blindern;SN18700;27.04.2020;0,3;5,2;11,1;3,4;0
Oslo - Blindern;SN18700;28.04.2020;16,4;4,2;8;2,2;0
Oslo - Blindern;SN18700;29.04.2020;0,1;5,6;8,9;1,4;0
Oslo - Blindern;SN18700;30.04.2020;0;5;7,7;2,2;0
Oslo - Blindern;SN18700;01.05.2020;7,1;6,5;13,1;1,5;0
Oslo - Blindern;SN18700;02.05.2020;1,9;9,3;15,5;3,8;0
Oslo - Blindern;SN18700;03.05.2020;0,2;8,2;14,8;3,2;0
Oslo - Blindern;SN18700;04.05.2020;6,3;7;11,7;3,3;0
Oslo - Blindern;SN18700;05.05.2020;0,1;8,8;14,5;3,2;0
Oslo - Blindern;SN18700;06.05.2020;0;10,6;17,6;3,7;0
Oslo - Blindern;SN18700;07.05.2020;0,2;9,5;15,1;4,6;0
Oslo - Blindern;SN18700;08.05.2020;0;10,7;16;5,8;0
Oslo - Blindern;SN18700;09.05.2020;0,3;10,6;16,1;4,4;0
Oslo - Blindern;SN18700;10.05.2020;13;4,4;12;2,1;0
Oslo - Blindern;SN18700;11.05.2020;1,2;5,4;10,7;-1,4;0
Oslo - Blindern;SN18700;12.05.2020;1,3;4,7;8,5;-0,3;0
Oslo - Blindern;SN18700;13.05.2020;0,4;5,7;11,9;-1,7;0
Oslo - Blindern;SN18700;14.05.2020;0;6,5;11,5;-0,2;0
Oslo - Blindern;SN18700;15.05.2020;0;7,4;13,4;2,2;0
Oslo - Blindern;SN18700;16.05.2020;0;6,6;10,1;1,2;0
Oslo - Blindern;SN18700;17.05.2020;0;9,1;14;4,4;0
Oslo - Blindern;SN18700;18.05.2020;0,5;9,3;15,6;1,4;0
Oslo - Blindern;SN18700;19.05.2020;0;9,7;16;3,4;0
Oslo - Blindern;SN18700;20.05.2020;0;10,8;16,9;5,2;0
Oslo - Blindern;SN18700;21.05.2020;0;11,8;18,7;4,1;0
Oslo - Blindern;SN18700;22.05.2020;0;13;18,4;10,5;0
Oslo - Blindern;SN18700;23.05.2020;6,3;10,5;15;8,7;0
Oslo - Blindern;SN18700;24.05.2020;4,4;11,2;15,1;8,9;0
Oslo - Blindern;SN18700;25.05.2020;2,3;15,3;21,8;8,9;0
Oslo - Blindern;SN18700;26.05.2020;0;12,9;19,4;8,1;0
Oslo - Blindern;SN18700;27.05.2020;0;13,3;19;6,6;0
Oslo - Blindern;SN18700;28.05.2020;0;13,5;19,8;6,8;0
Oslo - Blindern;SN18700;29.05.2020;0;16,1;22,1;8;0
Oslo - Blindern;SN18700;30.05.2020;0;18,2;23;13,7;0
Oslo - Blindern;SN18700;31.05.2020;0;18,8;25,1;11,3;0
Oslo - Blindern;SN18700;01.06.2020;0;19,9;27,2;10,3;0
Oslo - Blindern;SN18700;02.06.2020;0,1;19,2;26,3;11,8;0
Oslo - Blindern;SN18700;03.06.2020;0,2;17,5;23,5;10,4;0
Oslo - Blindern;SN18700;04.06.2020;0,8;15,6;20,1;12,1;0
Oslo - Blindern;SN18700;05.06.2020;0,7;13;17,4;10,2;0
Oslo - Blindern;SN18700;06.06.2020;9,9;10,6;12,6;8,6;0
Oslo - Blindern;SN18700;07.06.2020;20,5;11,5;15,4;9,4;0
Oslo - Blindern;SN18700;08.06.2020;3,3;12,5;16,3;10,1;0
Oslo - Blindern;SN18700;09.06.2020;0,4;15,2;20,9;10,5;0
